existingItemLabel,newItemLabel,title,subtitle,statedAs,statedAsCreator2,creator,educated at,creatorNew,creatorNew2,CreatorMastersReconciled,creatorDoctoralReconciled,instance of,genre,Den,submittedTo,inception,language,pages,Leaf,page,RomanNumberedPage,degreeSupervisor,degreeSupervisor 1,degreeSupervisor 2,degreeSupervisor 3,degreeSupervisor 4,hdlURI,hdl,OCLCID
,Optimizable Design Schemes in Communication Systems For Providing Anonymity and Confidentiality,Optimizable Design Schemes in Communication Systems For Providing Anonymity and Confidentiality,,Chouchang Yang,,Chouchang Yang,University of Washington,,,,Chouchang Yang,human,doctoral thesis,"doctoral thesis by Chouchang Yang, 2015",University of Washington,2015,English,"vi, 89 pages ",,89,vi,"Poovendran, Raadhakrishnan,degree supervisor.",Raadhakrishnan Poovendran,,,,http://hdl.handle.net/1773/33803,1773/33803,933777714
,Online Algorithm Design Via Smoothing With Application to Online Experiment Selection,Online Algorithm Design Via Smoothing With Application to Online Experiment Selection,,Reza Eghbali,,Reza Eghbali,University of Washington,,,,Reza Eghbali,human,doctoral thesis,"doctoral thesis by Reza Eghbali, 2017",University of Washington,2017,English,"ii, 140 pages ",,140,ii,"Fazel, Maryam(Professor of electrical and computer engineering),degree supervisor.",Maryam(Professor of electrical and computer engineering) Fazel,,,,http://hdl.handle.net/1773/40554,1773/40554,1015729905
,A 40nm Cmos Single-ended Switch-capacitor Harmonic-rejection Power Amplifier For Zigbee Application,A 40nm Cmos Single-ended Switch-capacitor Harmonic-rejection Power Amplifier For Zigbee Application,,Chenxi Huang,,Chenxi Huang,,,,Chenxi Huang,,human,master's thesis,"master's thesis by Chenxi Huang, 2016",University of Washington,2016,English,"v, 70 pages ",,70,v,"Rudell, Jacques Christophe,degree supervisor.",Jacques Christophe Rudell,,,,http://hdl.handle.net/1773/35570,1773/35570,949855686
,Predicting Energy Consumption For Potential Effective Use in Hybrid Vehicle Powertrain Management Using Driver Prediction,Predicting Energy Consumption For Potential Effective Use in Hybrid Vehicle Powertrain Management Using Driver Prediction,,Brian Magnuson,,Brian Magnuson,,,,Brian Magnuson,,human,master's thesis,"master's thesis by Brian Magnuson, 2017",University of Washington,2017,English,409 pages ,,409,,"Darling, Robert Bruce,1958-degree supervisor.;Peckol, James K.,degree supervisor.",Robert Bruce Darling, James K. Peckol,,,http://hdl.handle.net/1773/40057,1773/40057,1004431390
,Mitigating Short-term Variations of Photovoltaic Generation Using Energy Storage With Volttron,Mitigating Short-term Variations of Photovoltaic Generation Using Energy Storage With Volttron,,Kevin Morrissey,,Kevin Morrissey,Oral Roberts University,,,Kevin Morrissey,,human,master's thesis,"master's thesis by Kevin Morrissey, 2017",University of Washington,2017,English,63 pages ,,63,,"Ortega-Vazquez, Miguel A.,degree supervisor.",Miguel A. Ortega-Vazquez,,,,http://hdl.handle.net/1773/40053,1773/40053,1004431140
,Modeling and Characterization of Photoresponse of Nanowires With Asymmetric Contacts and Bending Strain,Modeling and Characterization of Photoresponse of Nanowires With Asymmetric Contacts and Bending Strain,,Md. Golam Rabbani,,MD Golam Rabbani,,,,,MD Golam Rabbani,human,doctoral thesis,"doctoral thesis by Md. Golam Rabbani, 2016",University of Washington,2016,English,"xi, 130 pages ",,130,xi,"Anantram, M. P.(Manjeri P.),degree supervisor.",M. P.(Manjeri P.) Anantram,,,,http://hdl.handle.net/1773/35983,1773/35983,951434118
,Electric Vehicles As Grid Resources,Electric Vehicles As Grid Resources,,Mushfiqur R. Sarker,,Mushfiqur R Sarker,University of Washington,,,,Mushfiqur R Sarker,human,doctoral thesis,"doctoral thesis by Mushfiqur R. Sarker, 2016",University of Washington,2016,English,"xviii, 183 pages ",,183,xviii,"Ortega-Vazquez, Miguel A.,degree supervisor.",Miguel A. Ortega-Vazquez,,,,http://hdl.handle.net/1773/37107,1773/37107,962192351
Multi-scale Scattering Transform in Music Similarity Measuring,,Multi-scale Scattering Transform in Music Similarity Measuring,,Ruobai Wang,,Ruobai Wang,University of Washington,,,Ruobai Wang,,human,master's thesis,"master's thesis by Ruobai Wang, 2017",University of Washington,2017,English,"iv, 23 pages ",,23,iv,"Atlas, Les,degree supervisor.",Les Atlas,,,,http://hdl.handle.net/1773/40050,1773/40050,1004430623
,A Nested Dissection Approach to Modeling Transport in Nanodevices: Algorithms and Applications,A Nested Dissection Approach to Modeling Transport in Nanodevices,Algorithms and Applications,Yunqi Zhao,,Yunqi Zhao,,,,,Yunqi Zhao,human,doctoral thesis,"doctoral thesis by Yunqi Zhao, 2017",University of Washington,2017,English,"xi, 137 pages ",,137,xi,"Anantram, M. P.(Manjeri P.),degree supervisor.",M. P.(Manjeri P.) Anantram,,,,http://hdl.handle.net/1773/40062,1773/40062,1004431963
,A Multi-time Over Threshold Data Acquisition System For Silicon Photomultipliers Based Positron Emission Tomography Imaging,A Multi-time Over Threshold Data Acquisition System For Silicon Photomultipliers Based Positron Emission Tomography Imaging,,Samrat Dey,,Samrat K Dey,,,,,Samrat K Dey,human,doctoral thesis,"doctoral thesis by Samrat Dey, 2019",University of Washington,2019,English,"xi, 112 pages ",,112,xi,"Rudell, Jacques Christophe,degree supervisor.",Jacques Christophe Rudell,,,,http://hdl.handle.net/1773/45084,1773/45084,1140387897
,Radar and Radar Imaging of Cooperative and Uncooperative Modulated Targets,Radar and Radar Imaging of Cooperative and Uncooperative Modulated Targets,,Xiaojie Fu,,Xiaojie Fu,,,,,Xiaojie Fu,human,doctoral thesis,"doctoral thesis by Xiaojie Fu, 2019",University of Washington,2019,English,"vii, 107 pages ",,107,vii,"Reynolds, Matthew,degree supervisor.",Matthew Reynolds,,,,http://hdl.handle.net/1773/44681,1773/44681,1128027568
,Automatic Video Analysis For Electronic Monitoring of Fishery Activities,Automatic Video Analysis For Electronic Monitoring of Fishery Activities,,Tsung-Wei Huang,,Tsung-Wei Huang,,,,,Tsung-Wei Huang,human,doctoral thesis,"doctoral thesis by Tsung-Wei Huang, 2019",University of Washington,2019,English,"v, 59 pages ",,59,v,"Hwang, Jenq-Neng,degree supervisor.",Jenq-Neng Hwang,,,,http://hdl.handle.net/1773/44796,1773/44796,1129260279
,"Stochastic Gradient Descent For Modern Machine Learning: Theory, Algorithms and Applications",Stochastic Gradient Descent For Modern Machine Learning,"Theory, Algorithms and Applications",Rahul Kidambi,,Rahul Kidambi,University of Washington,,,,Rahul Kidambi,human,doctoral thesis,"doctoral thesis by Rahul Kidambi, 2019",University of Washington,2019,English,"x, 242 pages ",,242,x,"Kakade, Sham M.,degree supervisor.",Sham M. Kakade,,,,http://hdl.handle.net/1773/44183,1773/44183,1121086083
,Planning and Operation of Energy Storage Systems in Power Systems,Planning and Operation of Energy Storage Systems in Power Systems,,Ting Qiu,,Qiu Ting,,,,,Qiu Ting,human,doctoral thesis,"doctoral thesis by Ting Qiu, 2018",University of Washington,2018,English,"xi, 150 pages ",,150,xi,"Kirschen, Daniel Sadi,degree supervisor.",Daniel Sadi Kirschen,,,,http://hdl.handle.net/1773/41770,1773/41770,1043360952
,Dual-band Power and Communication Antennas For Wireless Brain-computer Interfaces,Dual-band Power and Communication Antennas For Wireless Brain-computer Interfaces,,Apoorva Sharma,,Apoorva Sharma,,,,,Apoorva Sharma,human,doctoral thesis,"doctoral thesis by Apoorva Sharma, 2019",University of Washington,2019,English,"xx, 127 pages  ",,127,xx,"Reynolds, Matthew S.,degree supervisor.",Matthew S. Reynolds,,,,http://hdl.handle.net/1773/43961,1773/43961,1114655280
,Batteries in Electricity Markets: Economic Planning and Operations,Batteries in Electricity Markets,Economic Planning and Operations,Bolun Xu,,Xu Bolun,,,,,Xu Bolun,human,doctoral thesis,"doctoral thesis by Bolun Xu, 2018",University of Washington,2018,English,"viii, 124 pages ",,124,viii,"Kirschen, Daniel Sadi,degree supervisor.;Zhang, Baosen,degree supervisor.",Daniel Sadi Kirschen, Baosen Zhang,,,http://hdl.handle.net/1773/42297,1773/42297,1081334867
,Crowdsensing and Resource Allocation in Shared Spectrum,Crowdsensing and Resource Allocation in Shared Spectrum,,Xuhang Ying,,Xuhang Ying,University of Washington,,,,Xuhang Ying,human,doctoral thesis,"doctoral thesis by Xuhang Ying, 2018",University of Washington,2018,English,"xiii, 167 pages ",,167,xiii,"Roy, Sumit,1960-degree supervisor.;Poovendran, Radha,degree supervisor.",Sumit Roy, Radha Poovendran,,,http://hdl.handle.net/1773/42294,1773/42294,1081334469
,Integrated Acousto-optic Devices Based On Brillouin Optomechanics,Integrated Acousto-optic Devices Based On Brillouin Optomechanics,,Qiyu Liu,,Qiyu Liu,National Central University,,,,Qiyu Liu,human,doctoral thesis,"doctoral thesis by Qiyu Liu, 2020",University of Washington,2020,English,"2 pages, 109 pages ",,111,,"Li, Mo,degree supervisor.",Mo Li,,,,http://hdl.handle.net/1773/46781,1773/46781,1255530381
,The Perverse Art of D.h. Lawrence,The Perverse Art of D.h. Lawrence,,Kingsley Widmer,,Kingsley Widmer,,,,,Kingsley Widmer,human,doctoral thesis,"doctoral thesis by Kingsley Widmer, 1957",University of Washington,1957,English,"420, 1 leaves",421,,,"Bostetter, Edward E.(Edward Everett),1914-1973,degree supervisor.",Edward E.(Edward Everett) Bostetter,,,,http://hdl.handle.net/1773/44598,1773/44598,1128154630
,In Eumaeus' Hut / By Richard John Tillotson.,In Eumaeus' Hut / By Richard John Tillotson.,,,,Richard Tillotson,,,,Richard Tillotson,,human,master's thesis,"master's thesis by Richard Tillotson, 1967",University of Washington,1967,English,58 leaves,58,,,"Dunlop, William,degree supervisor.",William Dunlop,,,,http://hdl.handle.net/1773/44596,1773/44596,1128154656
,Family Relationships in the Novels of Jane Austen,Family Relationships in the Novels of Jane Austen,,Paula Bennett,,Paula Bennett,Massey University,,,,Paula Bennett,human,doctoral thesis,"doctoral thesis by Paula Bennett, 1980",University of Washington,1980,English,"iv, 229 leaves",229,,iv,"Korg, Jacob,degree supervisor.",Jacob Korg,,,,http://hdl.handle.net/1773/9470,1773/9470,911193804
,"Unthinkable, Unprintable, Unspeakable: Transgression in Postwar African American Literature","Unthinkable, Unprintable, Unspeakable",Transgression in Postwar African American Literature,Kirin Wachter-Grene,,Kirin Wachter-Grene,University of Washington,,,,Kirin Wachter-Grene,human,doctoral thesis,"doctoral thesis by Kirin Wachter-Grene, 2014",University of Washington,2014,English,"ii, 273 pages",,273,ii,"Chude-Sokei, Louis Onuorah,1967-degree supervisor.http://www.wikidata.org/entity/Q104836964",Q104836964,,,,http://hdl.handle.net/1773/27465,1773/27465,906726589
,"""Sorrow Brought Forth Joy"": Feelings of Faith in American Literature","""Sorrow Brought Forth Joy""",Feelings of Faith in American Literature,Rachel Arteaga,,Rachel Arteaga,University of Washington,,,,Rachel Arteaga,human,doctoral thesis,"doctoral thesis by Rachel Arteaga, 2016",University of Washington,2016,English,246 pages,,246,,"Woodward, Kathleen M.,degree supervisor.",Kathleen M. Woodward,,,,http://hdl.handle.net/1773/36618,1773/36618,956953203
,"""Beste of Bon and Blod"": Embodiment in Middle English Lyric","""Beste of Bon and Blod""",Embodiment in Middle English Lyric,Sarah Kathryn Moore,,Sarah Kathryn Moore,University of Washington,,,,Sarah Kathryn Moore,human,doctoral thesis,"doctoral thesis by Sarah Kathryn Moore, 2015",University of Washington,2015,English,"v, 213 pages ",,213,v,"Vaughan, Míċeál F.,degree supervisor.",Míċeál F. Vaughan,,,,http://hdl.handle.net/1773/33834,1773/33834,934464947
,Becoming With: Writing Ourselves in the Chthulucene,Becoming With,Writing Ourselves in the Chthulucene,Meagan Arthur,,Meagan Arthur,University of Washington,,,Meagan Arthur,,human,master's thesis,"master's thesis by Meagan Arthur, 2018",University of Washington,2018,English,41 pages ,,41,,"Crouse, David,degree supervisor.http://www.wikidata.org/entity/Q5232688",Q5232688,,,,http://hdl.handle.net/1773/42303,1773/42303,1081297992
,Coalitions Across the 'last Frontier': Potential For Collective Voice and Community Within White Rural Masculinities,Coalitions Across the 'last Frontier',Potential For Collective Voice and Community Within White Rural Masculinities,Piper Daugharty,,Piper Daugharty,University of Washington,,,Piper Daugharty,,human,master's thesis,"master's thesis by Piper Daugharty, 2019",University of Washington,2019,English,52 pages,,52,,"Crouse, David,degree supervisor.http://www.wikidata.org/entity/Q5232688",Q5232688,,,,http://hdl.handle.net/1773/44203,1773/44203,1121279491
,Spirals of Transformation: Turtle Island Indigenous Social Movements and Literatures,Spirals of Transformation,Turtle Island Indigenous Social Movements and Literatures,Laura M. De Vos,,Laura De Vos,University of Washington,,,,Laura De Vos,human,doctoral thesis,"doctoral thesis by Laura M. De Vos, 2020",University of Washington,2020,English,289 pages,,289,,"Million, Dian,1950-degree supervisor.http://www.wikidata.org/entity/Q24191539;Ibrahim, Habiba,degree supervisor.",Q24191539, Habiba Ibrahim,,,http://hdl.handle.net/1773/45983,1773/45983,1198166190
,Refracted: Multiple Perspective Narration in Short Fiction,Refracted,Multiple Perspective Narration in Short Fiction,Devon Houtz,,Devon Houtz,University of Washington,,,Devon Houtz,,human,master's thesis,"master's thesis by Devon Houtz, 2020",University of Washington,2020,English,28 pages ,,28,,"Crouse, David,degree supervisor.http://www.wikidata.org/entity/Q5232688",Q5232688,,,,http://hdl.handle.net/1773/45976,1773/45976,1198162043
,"Writing the Street: Discourses of Choice, Agency, and Mobility in Twentieth Century Street Lit",Writing the Street,"Discourses of Choice, Agency, and Mobility in Twentieth Century Street Lit",Alexandra V. Smith,,Alexandra Smith,University of Washington,,,,Alexandra Smith,human,doctoral thesis,"doctoral thesis by Alexandra V. Smith, 2019",University of Washington,2019,English,201 pages,,201,,"Chude-Sokei, Louis Onuorah,1967-degree supervisor.http://www.wikidata.org/entity/Q104836964;Retman, Sonnet H.,1966-degree supervisor.http://www.wikidata.org/entity/Q104837416",Q104836964,http://www.wikidata.org/entity/Q104837416,,,http://hdl.handle.net/1773/44194,1773/44194,1121278906
,Pathogenesis of Mortalin in Manganese-induced Parkinsonism,Pathogenesis of Mortalin in Manganese-induced Parkinsonism,,Travis J. Cook,,Travis J Cook,,,,,Travis J Cook,human,doctoral thesis,"doctoral thesis by Travis J. Cook, 2014",University of Washington,2014,English,"viii, 124 pages ",,124,viii,"Eaton, David L.,degree supervisor.",David L. Eaton,,,,http://hdl.handle.net/1773/27468,1773/27468,904728662
,"Occupational Exposures to Vapors and Gases, Liver Attenuation and Insulin Resistance","Occupational Exposures to Vapors and Gases, Liver Attenuation and Insulin Resistance",,John Linnett,,John Linnett,,,,John Linnett,,human,master's thesis,"master's thesis by John Linnett, 2013",University of Washington,2013,English,,,,,"Kaufman, Joel D.,degree supervisor.",Joel D. Kaufman,,,,http://hdl.handle.net/1773/23400,1773/23400,878081719
,Effects of Diazinon and Diazoxon On Astrocyte-neuronal Interactions: Inhibition of Neurite Outgrowth By Mechanisms of Oxidative Stress,Effects of Diazinon and Diazoxon On Astrocyte-neuronal Interactions,Inhibition of Neurite Outgrowth By Mechanisms of Oxidative Stress,Daniella M. Pizzurro,,Daniella M Pizzurro,,,,,Daniella M Pizzurro,human,doctoral thesis,"doctoral thesis by Daniella M. Pizzurro, 2013",University of Washington,2013,English,"vi, 83 pages ",,83,vi,"Costa, Lucio G.,1954-degree supervisor.",Lucio G. Costa,,,,http://hdl.handle.net/1773/24212,1773/24212,881479518
,Development of a Liver-kidney Dual Organ Microphysiological System For Predicting Organ-organ Interactions in the Toxicity of Xenobiotics: Aristolochic Acid Nephrotoxicity As a Proof of Principle,Development of a Liver-kidney Dual Organ Microphysiological System For Predicting Organ-organ Interactions in the Toxicity of Xenobiotics,Aristolochic Acid Nephrotoxicity As a Proof of Principle,Shih-Yu Chang,,Zhang Fang,,,,,Zhang Fang,human,doctoral thesis,"doctoral thesis by Shih-Yu Chang, 2016",University of Washington,2016,English,"v, 101 pages ",,101,v,"Eaton, David L.,degree supervisor.;Kavanagh, Terrance J.,degree supervisor.;Kelly, Edward J.,degree supervisor.",David L. Eaton, Terrance J. Kavanagh, Edward J. Kelly,,http://hdl.handle.net/1773/38124,1773/38124,982958930
,Gene-environment Interactions Between Adult Lead Exposure and Apolipoprotein E4 On Adult Hippocampal Neurogenesis and Cognitive Behavior in Mice,Gene-environment Interactions Between Adult Lead Exposure and Apolipoprotein E4 On Adult Hippocampal Neurogenesis and Cognitive Behavior in Mice,,Anna Engstrom,,Anna Engström,,,,,Anna Engström,human,doctoral thesis,"doctoral thesis by Anna Engstrom, 2016",University of Washington,2016,English,"xii, 131 pages ",,131,xii,"Xia, Zhengui,1962-degree supervisor.",Zhengui Xia,,,,http://hdl.handle.net/1773/36645,1773/36645,957557356
,A Comparative Analysis of Gut Microbiota On the Human-macaque Interface in Northeast Thailand,A Comparative Analysis of Gut Microbiota On the Human-macaque Interface in Northeast Thailand,,Erica Grant,,Erica T Grant,,,,Erica T Grant,,human,master's thesis,"master's thesis by Erica Grant, 2018",University of Washington,2018,English,"ii, 24 pages ",,24,ii,"Rabinowitz, Peter M.,degree supervisor.",Peter M. Rabinowitz,,,,http://hdl.handle.net/1773/42317,1773/42317,1081176513
